,CustomerKey,Name,Birthday,OrderCount,CustomerOrderingType
12565,1738243,Verlene Gantt,1955-04-19,4,VIP Customer
12566,1738306,Paul Dell,1962-07-30,10,Periodic Buyer
12567,1738341,Estelle Hemphill,1995-06-29,7,Periodic Buyer
12568,1738345,Michael Provost,1967-03-05,4,VIP Customer
12569,1738514,Robert Whitford,1998-03-23,1,VIP Customer
12570,1738542,Allen Vigil,1939-12-17,5,Periodic Buyer
12571,1738647,Roland Anglin,1999-06-14,1,VIP Customer
12572,1738669,Maria Lemon,1937-05-26,1,VIP Customer
12573,1738685,William Wilkerson,1938-05-31,10,Periodic Buyer
12574,1738763,Mathew Johnson,1988-02-04,4,VIP Customer
12575,1739377,Marian Bryant,1988-11-21,9,Periodic Buyer
12576,1739383,Jeremy Vargas,1937-10-15,1,VIP Customer
12577,1739969,Kimberly Salzer,1980-10-10,6,Periodic Buyer
12578,1739983,Jason Williamson,1974-05-12,13,Loyal Customer
12579,1739992,Betty Vega,1945-04-28,10,Periodic Buyer
12580,1740013,Paul Moss,1978-07-01,8,Periodic Buyer
12581,1740032,Rose Smith,1942-08-08,1,VIP Customer
12582,1740312,Helen Fryar,1961-03-20,2,VIP Customer
12583,1740334,India Mathis,1993-03-25,4,VIP Customer
12584,1740766,Keena Craig,1937-02-07,7,Periodic Buyer
12585,1740840,Corina Juarez,1955-01-17,5,Periodic Buyer
12586,1740873,John Molina,1950-01-08,16,Loyal Customer
12587,1741021,Michael Canty,1996-11-16,5,Periodic Buyer
12588,1741351,Michael Holt,1943-12-25,14,Loyal Customer
12589,1741571,Tammy Johnson,1941-06-05,5,Periodic Buyer
12590,1741581,Dana Beckham,1938-01-11,4,VIP Customer
12591,1741678,Michael Turner,1986-08-10,1,VIP Customer
12592,1741903,Marty Gray,1957-11-24,1,VIP Customer
12593,1741944,Alfred Lawler,1976-07-10,4,VIP Customer
12594,1742077,Jody Grant,1935-04-24,2,VIP Customer
12595,1742088,Sharon Jackson,1946-02-05,12,Loyal Customer
12596,1742261,Maxine Inniss,1982-12-27,3,VIP Customer
12597,1742326,Kevin Simpson,2001-03-27,2,VIP Customer
12598,1742432,Leah Ellis,1944-03-02,1,VIP Customer
12599,1742438,Margaret Merritt,1941-08-02,4,VIP Customer
12600,1742626,Shauna Knight,1965-08-23,3,VIP Customer
12601,1742787,Marcella Smith,1944-05-08,6,Periodic Buyer
12602,1742913,Joseph Hale,1956-11-18,1,VIP Customer
12603,1743012,John Sewell,1999-10-26,1,VIP Customer
12604,1743080,Brian Hagler,1961-05-11,9,Periodic Buyer
12605,1743083,Andreas Gamble,1996-03-22,8,Periodic Buyer
12606,1743133,Mary Shelby,1946-09-24,8,Periodic Buyer
12607,1743422,Carlos Escudero,2001-02-06,5,Periodic Buyer
12608,1743547,Nicole Scudder,1980-12-19,1,VIP Customer
12609,1744031,Justin Furman,1946-05-06,12,Loyal Customer
12610,1744333,Michael Bonner,1994-04-26,3,VIP Customer
12611,1744383,Flossie Durant,1981-05-07,1,VIP Customer
12612,1744411,Christopher Prieto,1948-01-26,2,VIP Customer
12613,1744437,Albert Clark,1966-12-15,5,Periodic Buyer
12614,1745076,Jeannie Alicea,1974-10-25,13,Loyal Customer
12615,1745111,Willie Weber,1982-09-27,7,Periodic Buyer
12616,1745187,Arthur Grady,1960-01-21,8,Periodic Buyer
12617,1745222,William Bullis,1968-11-01,5,Periodic Buyer
12618,1745312,Barbara Thomas,1947-04-21,16,Loyal Customer
12619,1745379,Raymond Gilbert,1937-04-02,15,Loyal Customer
12620,1745497,Joshua Jackson,1968-10-28,9,Periodic Buyer
12621,1745820,Charles Cohen,1936-11-19,6,Periodic Buyer
12622,1745966,Michelle Nelson,1976-01-16,2,VIP Customer
12623,1746184,Samuel Robitaille,1962-04-25,9,Periodic Buyer
12624,1746251,Ira Perez,1952-08-26,5,Periodic Buyer
12625,1746274,John Greene,1953-11-30,3,VIP Customer
12626,1746301,Juanita Martin,1943-03-23,1,VIP Customer
12627,1746364,Claude Tompkins,1958-04-10,11,Loyal Customer
12628,1746504,Irving Thurman,1963-01-26,1,VIP Customer
12629,1746527,Charles Ferguson,1971-12-15,9,Periodic Buyer
12630,1747015,Karen Robinson,1971-06-10,12,Loyal Customer
12631,1747078,Jim Murrill,1958-10-27,12,Loyal Customer
12632,1747611,Florine Bowers,1948-05-07,8,Periodic Buyer
12633,1748140,Mary Mendoza,1994-01-02,13,Loyal Customer
12634,1748309,Donald Celentano,1938-04-23,1,VIP Customer
12635,1748312,Erika Miller,1958-04-22,13,Loyal Customer
12636,1748351,Catherine Atkins,1963-07-27,1,VIP Customer
12637,1748682,Bernard Sutphin,1986-06-20,2,VIP Customer
12638,1749088,Jonathan Carbajal,1967-04-19,7,Periodic Buyer
12639,1749144,Julianne Frawley,2001-07-05,2,VIP Customer
12640,1749145,Candi Jenkins,1938-02-05,2,VIP Customer
12641,1749157,Millard Levell,1939-05-06,12,Loyal Customer
12642,1749311,Maria Sears,1987-02-01,4,VIP Customer
12643,1749380,Linda Flores,1940-01-20,3,VIP Customer
12644,1749439,Rheba Brown,1942-05-10,1,VIP Customer
12645,1749542,Kathleen Lincoln,1980-08-24,12,Loyal Customer
12646,1749591,Ayesha Cruz,1961-09-20,1,VIP Customer
12647,1749596,Tanya Clark,1979-07-16,1,VIP Customer
12648,1750109,Ricky Adams,1970-05-11,4,VIP Customer
12649,1750142,Dan Wilson,1977-01-24,9,Periodic Buyer
12650,1750248,Amy Jones,1998-07-14,2,VIP Customer
12651,1750322,Adrian Allen,1948-06-25,1,VIP Customer
12652,1750451,Ronald Voigt,1991-04-01,6,Periodic Buyer
12653,1750513,Gene Frazier,1981-03-03,12,Loyal Customer
12654,1750528,John Payne,1936-08-21,11,Loyal Customer
12655,1750554,Toni Morel,1990-08-18,8,Periodic Buyer
12656,1750735,Lucille McGee,1991-07-07,3,VIP Customer
12657,1750920,Theresa Cornman,1990-03-23,1,VIP Customer
12658,1751015,George Nixon,1994-06-09,7,Periodic Buyer
12659,1751091,Marybeth Kelly,1991-06-30,14,Loyal Customer
12660,1751123,Bernie Wright,2000-05-07,9,Periodic Buyer
12661,1751403,Richard Mars,1956-11-04,1,VIP Customer
12662,1751553,Patricia Navarrete,1961-10-23,1,VIP Customer
12663,1751728,Flora Laverriere,1991-05-28,1,VIP Customer
12664,1751887,Roberto Hernandez,1952-03-25,1,VIP Customer
12665,1751918,Colin Love,1984-12-11,1,VIP Customer
12666,1752012,Gabriel Shackelford,1980-05-13,4,VIP Customer
12667,1752287,Janice Read,1953-01-22,5,Periodic Buyer
12668,1752382,Milton Davis,1963-02-11,3,VIP Customer
12669,1752592,Darryl Barrie,1976-07-10,5,Periodic Buyer
12670,1752596,Mary Hill,1937-09-09,2,VIP Customer
12671,1752797,Susan Ralls,1960-11-20,5,Periodic Buyer
12672,1752811,David Canada,1961-01-21,3,VIP Customer
12673,1753006,Gordon McLendon,1973-01-20,2,VIP Customer
12674,1753015,Marilee Maxwell,1993-08-08,11,Loyal Customer
12675,1753324,Henry Cater,1954-01-19,1,VIP Customer
12676,1753601,Teresa Baxter,1943-08-30,7,Periodic Buyer
12677,1754112,Cary Howard,1961-05-27,11,Loyal Customer
12678,1754192,Keith Miller,1940-08-16,8,Periodic Buyer
12679,1754205,Bob Williams,1962-05-15,12,Loyal Customer
12680,1754312,Janet Luke,1935-02-06,7,Periodic Buyer
12681,1754382,Rose Wright,1978-04-24,6,Periodic Buyer
12682,1754480,Brenda Olmos,1962-10-14,1,VIP Customer
12683,1754483,David Hix,1944-04-17,2,VIP Customer
12684,1754573,Lewis Rountree,1992-10-27,7,Periodic Buyer
12685,1754849,Scott Robbins,1992-09-07,3,VIP Customer
12686,1754919,Kimberly Banks,1997-05-04,1,VIP Customer
12687,1755082,Jack Allison,1973-04-04,1,VIP Customer
12688,1755084,Betty Garcia,1935-10-31,3,VIP Customer
12689,1755207,Wanda Warren,1954-07-10,1,VIP Customer
12690,1755623,David Vest,1984-11-23,3,VIP Customer
12691,1755730,Linda Williams,1990-08-28,8,Periodic Buyer
12692,1755769,Rolando Cusick,1944-02-22,1,VIP Customer
12693,1755781,Jaime Madrigal,1937-02-22,7,Periodic Buyer
12694,1755967,Edward Lehman,1946-03-12,1,VIP Customer
12695,1755993,Carol Goldstein,1986-12-07,8,Periodic Buyer
12696,1756027,Marvin Klein,1944-11-17,6,Periodic Buyer
12697,1756123,Sol Wiens,1936-02-03,12,Loyal Customer
12698,1756154,Gregory Martin,1956-07-23,6,Periodic Buyer
12699,1756245,Christel Motley,1967-02-06,13,Loyal Customer
12700,1756332,Helen Hedrick,1957-10-27,6,Periodic Buyer
12701,1756350,Manuel Sanders,1952-08-28,9,Periodic Buyer
12702,1756364,Kenneth Black,1949-10-17,10,Periodic Buyer
12703,1756535,Amanda Hammon,1986-10-09,1,VIP Customer
12704,1756625,Tanisha Wiley,1955-01-31,1,VIP Customer
12705,1756681,Roberta Ng,1940-06-21,12,Loyal Customer
12706,1756709,Jose Franklin,1968-01-13,6,Periodic Buyer
12707,1756761,Renee Gorman,1991-03-21,1,VIP Customer
12708,1756921,Sarah Luckett,1952-08-28,2,VIP Customer
12709,1757500,David Beaulieu,1981-09-19,9,Periodic Buyer
12710,1757539,Rodney Laplant,1968-02-09,4,VIP Customer
12711,1757948,Margaret Purdy,1948-10-31,2,VIP Customer
12712,1758051,Loretta Bradley,1938-05-04,4,VIP Customer
12713,1758053,Charlotte Costa,1977-10-31,4,VIP Customer
12714,1758208,Christopher Lopp,1995-05-12,6,Periodic Buyer
12715,1758240,Judy Villarreal,1992-04-28,2,VIP Customer
12716,1758421,Joelle Hildebrandt,1969-06-04,7,Periodic Buyer
12717,1758439,Johnny Roe,1967-01-16,6,Periodic Buyer
12718,1758999,Vernon Reid,1975-09-17,3,VIP Customer
12719,1759474,Steve Parrish,1999-06-21,1,VIP Customer
12720,1759497,Nora Baer,1957-11-19,1,VIP Customer
12721,1759717,Roderick McCracken,1997-04-01,7,Periodic Buyer
12722,1759870,Zenaida Hogg,1953-07-10,2,VIP Customer
12723,1760076,Robert Tillis,1978-08-20,9,Periodic Buyer
12724,1760131,Mary Gaylor,1980-06-05,3,VIP Customer
12725,1760136,Terry Jennings,1940-06-03,6,Periodic Buyer
12726,1760369,Aubrey Singleton,1962-09-19,3,VIP Customer
12727,1760929,Justin Garcia,1955-04-29,8,Periodic Buyer
12728,1761007,Irene Pitts,1972-07-12,2,VIP Customer
12729,1761079,Jimmy Siegel,1967-03-07,8,Periodic Buyer
12730,1761462,Elvis Campbell,1963-10-24,4,VIP Customer
12731,1761592,James Jackson,1937-06-26,19,Loyal Customer
12732,1761880,Thomas Phillips,1966-09-04,1,VIP Customer
12733,1761910,Tony Feinberg,1982-07-19,8,Periodic Buyer
12734,1762395,Damon Meadows,1987-10-08,8,Periodic Buyer
12735,1762396,Evan Washington,1995-05-28,4,VIP Customer
12736,1762408,James Ramirez,1943-01-10,1,VIP Customer
12737,1762467,Lester Reeves,1995-03-24,9,Periodic Buyer
12738,1762532,Kurt Owens,1999-11-08,2,VIP Customer
12739,1762564,Kent Williams,1991-06-23,4,VIP Customer
12740,1762798,Alma Morgan,1938-06-30,1,VIP Customer
12741,1763016,Paul Clinton,1965-06-20,11,Loyal Customer
12742,1763082,Stan Atkins,1939-03-24,13,Loyal Customer
12743,1763268,Brian Downing,1964-04-29,5,Periodic Buyer
12744,1763365,Patricia McCray,1998-04-06,14,Loyal Customer
12745,1763375,Carlos Reynolds,1986-03-03,1,VIP Customer
12746,1763456,Carol Fulton,1938-04-08,11,Loyal Customer
12747,1763514,Clarence Oakes,1969-04-20,4,VIP Customer
12748,1763642,Karen Smith,1972-04-18,15,Loyal Customer
12749,1763841,Peter Tuohy,1991-07-15,3,VIP Customer
12750,1764107,Zachary Hopkins,1943-01-15,2,VIP Customer
12751,1764261,Douglas Smith,2001-09-03,1,VIP Customer
12752,1764444,Martha Pettway,1957-11-04,9,Periodic Buyer
12753,1764577,Daniel Wilder,1971-11-27,5,Periodic Buyer
12754,1764598,Damon Reece,1999-12-15,2,VIP Customer
12755,1764911,Marguerite Olson,1936-04-02,8,Periodic Buyer
12756,1764995,Keshia Jacob,1953-03-07,11,Loyal Customer
12757,1765100,Marie Kohn,1969-03-18,1,VIP Customer
12758,1765105,Consuela Nelson,1944-02-22,4,VIP Customer
12759,1765324,Dustin Cruz,1952-09-21,9,Periodic Buyer
12760,1765346,Mildred Allen,1960-01-16,1,VIP Customer
12761,1765360,Dawn Munoz,1989-07-26,11,Loyal Customer
12762,1765384,Angel Wagner,1968-02-17,8,Periodic Buyer
12763,1765579,Russell Golden,1944-07-03,1,VIP Customer
12764,1765634,Vivian Parra,1965-07-27,2,VIP Customer
12765,1765668,William Doherty,1999-07-19,11,Loyal Customer
12766,1765862,Lula Beyer,1976-06-07,5,Periodic Buyer
12767,1765910,Anna Harr,1943-03-13,5,Periodic Buyer
12768,1765915,James Perez,1999-07-25,7,Periodic Buyer
12769,1765917,Tiera Rodas,1961-06-03,5,Periodic Buyer
12770,1766136,Joel Tate,1946-01-05,2,VIP Customer
12771,1766407,Joan Harris,1953-05-16,2,VIP Customer
12772,1766504,Amalia Gonzales,1962-03-29,4,VIP Customer
12773,1766556,Heather Coleman,1971-11-16,3,VIP Customer
12774,1766887,Sabrina Aikens,1973-12-20,8,Periodic Buyer
12775,1766951,Nicholas Boudreau,1936-04-22,2,VIP Customer
12776,1767101,Samuel Lewis,1957-05-27,3,VIP Customer
12777,1767210,Thomas Campion,1963-06-24,3,VIP Customer
12778,1767377,Richard Allen,1998-06-18,7,Periodic Buyer
12779,1767588,Christina Ray,1963-03-10,3,VIP Customer
12780,1767742,Karen Nelson,1968-02-29,1,VIP Customer
12781,1767794,Virginia Howard,2000-09-21,12,Loyal Customer
12782,1767848,Michael Thomas,1986-08-17,4,VIP Customer
12783,1767858,William Dyar,1990-02-20,6,Periodic Buyer
12784,1768079,Christine Cruz,1961-02-18,11,Loyal Customer
12785,1768180,Maryanne Manning,1950-06-18,8,Periodic Buyer
12786,1768281,Anne Levy,1980-03-25,1,VIP Customer
12787,1768548,Marc McCauley,1944-05-17,4,VIP Customer
12788,1768600,Daniel Williams,1945-07-03,2,VIP Customer
12789,1768642,Steven Smith,1955-11-01,1,VIP Customer
12790,1768779,Monica Turner,1939-05-14,8,Periodic Buyer
12791,1768999,Elva Ginsberg,1992-08-20,1,VIP Customer
12792,1769156,Thomas Benefield,1953-01-16,6,Periodic Buyer
12793,1769294,Alberta Thrailkill,1993-09-12,4,VIP Customer
12794,1769400,Miguel Yokota,1962-04-08,6,Periodic Buyer
12795,1769593,Jorge Stever,1964-09-23,1,VIP Customer
12796,1769708,Richard Galbreath,1957-03-26,1,VIP Customer
12797,1770021,Anette Hobson,1998-09-30,7,Periodic Buyer
12798,1770119,Donald Vera,1954-08-13,6,Periodic Buyer
12799,1770393,Leon Dieter,1953-10-10,2,VIP Customer
12800,1770405,Irene Szeto,1970-02-13,11,Loyal Customer
12801,1770497,Patricia Timms,1960-02-10,5,Periodic Buyer
12802,1770572,Frederick Powers,1969-11-20,1,VIP Customer
12803,1771027,Kimberely Humes,1989-03-01,4,VIP Customer
12804,1771171,Tabitha Rodriquez,1993-05-26,5,Periodic Buyer
12805,1771225,Mary Daniel,1970-06-06,13,Loyal Customer
12806,1771228,Emily Gambino,1955-10-25,8,Periodic Buyer
12807,1771296,Patricia Smith,1956-02-23,8,Periodic Buyer
12808,1771430,Michael Gies,1979-08-08,7,Periodic Buyer
12809,1771623,Russell Bair,1951-08-11,1,VIP Customer
12810,1771687,Clarence Clifford,1996-04-01,5,Periodic Buyer
12811,1771836,Jessica Scott,1955-06-08,1,VIP Customer
12812,1772294,Sharon Pollock,1973-03-30,4,VIP Customer
12813,1772324,Casey Cooper,1993-09-12,5,Periodic Buyer
12814,1772502,Rachel Folsom,1996-01-20,5,Periodic Buyer
12815,1772543,Tanesha Stewart,1958-02-08,7,Periodic Buyer
12816,1772750,Tiffany Bailey,1935-04-21,5,Periodic Buyer
12817,1772778,Christopher Farrell,1974-04-06,8,Periodic Buyer
12818,1772938,Beverley Styron,1993-06-10,3,VIP Customer
12819,1773061,Joseph Orr,1992-10-06,6,Periodic Buyer
12820,1773123,Martha Schmidt,1995-05-02,1,VIP Customer
12821,1773266,Isaias Joe,1996-03-07,3,VIP Customer
12822,1773342,William Daugherty,1941-01-16,1,VIP Customer
12823,1773702,Timothy Carignan,1985-07-28,9,Periodic Buyer
12824,1773767,Ema Webb,1988-07-23,1,VIP Customer
12825,1773829,Kathleen Satterfield,1944-05-13,1,VIP Customer
12826,1773883,Bessie Sheppard,1966-03-06,3,VIP Customer
12827,1773985,Janet Jackson,1944-01-17,4,VIP Customer
12828,1774119,Linda Brooker,1946-12-31,3,VIP Customer
12829,1774187,James Chatman,1986-08-11,7,Periodic Buyer
12830,1774947,Dwayne Pierce,1980-05-08,1,VIP Customer
12831,1775004,Maria Spencer,1965-03-05,1,VIP Customer
12832,1775251,Sarah Delisle,1998-01-17,1,VIP Customer
12833,1775279,Daniel Breton,1967-05-09,3,VIP Customer
12834,1775355,Mamie Walker,1971-03-21,5,Periodic Buyer
12835,1775445,Janice Smith,1961-08-23,11,Loyal Customer
12836,1775632,Jennifer Hill,1946-03-16,1,VIP Customer
12837,1775648,Fred Wilson,1963-08-19,1,VIP Customer
12838,1775819,Donald Cornelius,1963-05-15,7,Periodic Buyer
12839,1775846,Michael Donaldson,1944-06-17,1,VIP Customer
12840,1775996,Alex Jensen,1966-04-10,1,VIP Customer
12841,1776672,Thomas Graham,1999-01-01,6,Periodic Buyer
12842,1776919,Eddie Schaller,1942-07-20,4,VIP Customer
12843,1777022,Velma Roberson,1940-08-09,9,Periodic Buyer
12844,1777025,Vicky Price,1967-02-03,6,Periodic Buyer
12845,1777187,Molly Burg,1936-04-23,1,VIP Customer
12846,1777218,Judith Schultz,1975-07-01,10,Periodic Buyer
12847,1777451,Edna Finnegan,1943-01-30,1,VIP Customer
12848,1777562,Douglas Brouillard,1948-12-24,2,VIP Customer
12849,1777744,Dorothy Atkinson,1986-02-28,11,Loyal Customer
12850,1777880,Holly Hunter,1954-07-16,5,Periodic Buyer
12851,1777945,Jimmy Farrelly,1991-05-31,3,VIP Customer
12852,1778008,Barbara Post,1950-08-16,1,VIP Customer
12853,1778037,Shirley Lloyd,1979-12-14,1,VIP Customer
12854,1778116,William Sheppard,1939-07-28,4,VIP Customer
12855,1778182,Keren King,1978-05-28,3,VIP Customer
12856,1778282,Roy Young,1944-02-20,8,Periodic Buyer
12857,1778294,Jacqueline Cantu,1999-06-19,5,Periodic Buyer
12858,1778317,Donna Eddy,1991-10-10,8,Periodic Buyer
12859,1778440,David Jackson,1952-10-13,10,Periodic Buyer
12860,1778475,Michael Traylor,1940-09-12,3,VIP Customer
12861,1778536,Cynthia Stokes,1969-06-09,9,Periodic Buyer
12862,1778618,Brittany Nauman,1983-03-06,10,Periodic Buyer
12863,1778793,Lucy Lewis,1961-02-06,3,VIP Customer
12864,1778966,Kimberly Lovejoy,1955-10-26,1,VIP Customer
12865,1779351,Jeanette Rodriquez,1987-03-18,1,VIP Customer
12866,1779456,Robert Torres,1997-09-05,3,VIP Customer
12867,1779533,Richard Smith,1944-09-24,9,Periodic Buyer
12868,1779637,Renee Anderson,1979-05-25,6,Periodic Buyer
12869,1779884,Grace Fields,1973-11-26,2,VIP Customer
12870,1780040,Barbara Claytor,1990-04-15,9,Periodic Buyer
12871,1780047,Patricia Martin,1965-06-21,5,Periodic Buyer
12872,1780125,Brandy Jensen,1940-06-16,7,Periodic Buyer
12873,1780196,Frank Winfield,1942-02-15,5,Periodic Buyer
12874,1780221,Jason Morgan,1964-10-28,8,Periodic Buyer
12875,1780342,Arthur Shibata,1978-04-04,2,VIP Customer
12876,1780349,Robert Yates,1965-12-31,13,Loyal Customer
12877,1780414,Ann Holland,1944-08-26,1,VIP Customer
12878,1780459,Sonja Woodruff,1986-09-13,5,Periodic Buyer
12879,1780660,Robert Kane,1959-09-01,1,VIP Customer
12880,1780669,Herbert Petersen,1969-12-06,11,Loyal Customer
12881,1780687,Mark Staples,1986-05-27,8,Periodic Buyer
12882,1780707,Daniel Kruger,1969-12-07,2,VIP Customer
12883,1780765,Jose Rhyne,1984-08-13,1,VIP Customer
12884,1781002,John Howell,1986-11-22,3,VIP Customer
12885,1781033,Joseph Clifton,1938-04-19,9,Periodic Buyer
12886,1781366,Charlene Caldwell,1989-05-11,6,Periodic Buyer
12887,1781561,Anthony Morgan,1978-12-26,5,Periodic Buyer
12888,1781952,Mary Reynoso,1935-03-13,1,VIP Customer
12889,1781953,Robert Meyers,1987-11-09,9,Periodic Buyer
12890,1782074,Kenny Wiggins,1972-10-21,11,Loyal Customer
12891,1782076,Patrick Baker,1968-11-27,2,VIP Customer
12892,1782127,Todd Mathis,1950-04-05,1,VIP Customer
12893,1782301,Edward Hastings,1982-10-11,5,Periodic Buyer
12894,1782404,Jessica Hutchison,1985-10-12,1,VIP Customer
12895,1782452,Ricky Maurer,1947-07-15,7,Periodic Buyer
12896,1782611,Kenneth Hill,1978-08-25,1,VIP Customer
12897,1782682,Christopher Backus,1962-04-14,12,Loyal Customer
12898,1783114,Elisa Terhune,1963-06-28,1,VIP Customer
12899,1783167,Roger Griffith,1983-09-06,9,Periodic Buyer
12900,1783253,Elizabeth Black,1958-03-15,6,Periodic Buyer
12901,1783443,Andrew Echeverria,1972-10-18,8,Periodic Buyer
12902,1783597,Robert Savage,1971-07-27,4,VIP Customer
12903,1783631,Louis Camacho,1947-12-13,6,Periodic Buyer
12904,1783789,Thelma Jimenez,2000-12-10,2,VIP Customer
12905,1783995,Kristie Pemberton,1953-12-16,2,VIP Customer
12906,1783996,Charles Surette,1976-05-06,6,Periodic Buyer
12907,1784084,Mark Kuhn,1972-02-04,1,VIP Customer
12908,1784090,Micheal Wendling,1971-10-21,1,VIP Customer
12909,1784223,Amy Williams,1982-07-22,1,VIP Customer
12910,1784345,Eugene Bouchard,1984-02-13,6,Periodic Buyer
12911,1784417,Ana Ashby,1970-07-16,3,VIP Customer
12912,1784511,Stephanie Nugent,1939-04-24,4,VIP Customer
12913,1784517,Lisa Fitzgerald,1976-10-09,12,Loyal Customer
12914,1784533,Janis Marino,1972-06-21,1,VIP Customer
12915,1784567,Jessica Curtis,1963-04-21,4,VIP Customer
12916,1784590,Orlando Brown,1982-02-11,8,Periodic Buyer
12917,1784636,Paul Dorr,1994-04-15,4,VIP Customer
12918,1784986,Debra Allen,1998-07-10,8,Periodic Buyer
12919,1785081,Patricia Swann,1938-07-17,1,VIP Customer
12920,1785189,Reba Clay,1994-12-11,1,VIP Customer
12921,1785366,Virginia Easterling,1968-07-29,1,VIP Customer
12922,1785567,Walter Jones,1954-10-25,15,Loyal Customer
12923,1785644,Ellen Campbell,1978-07-01,20,Loyal Customer
12924,1785720,James Pate,1986-10-22,7,Periodic Buyer
12925,1785735,Tressie Mitchell,1998-05-20,8,Periodic Buyer
12926,1785853,Minnie Arend,1983-07-24,4,VIP Customer
12927,1785873,Eileen Ballou,1954-11-19,1,VIP Customer
12928,1785982,Kera Shilling,2001-12-22,13,Loyal Customer
12929,1787415,Ina Gillan,1983-01-31,7,Periodic Buyer
12930,1787494,Violet Mathis,1999-03-12,3,VIP Customer
12931,1788027,Matt Wingate,1967-05-30,1,VIP Customer
12932,1788149,Marie Goodwin,1995-06-06,3,VIP Customer
12933,1788235,Benjamin Howard,2001-11-13,1,VIP Customer
12934,1788303,Phillip Jensen,1991-01-13,2,VIP Customer
12935,1788365,James Boggan,1954-02-09,6,Periodic Buyer
12936,1788641,Frederick Haney,1999-04-11,16,Loyal Customer
12937,1788837,David Santana,1953-10-05,6,Periodic Buyer
12938,1788888,Michael Grogan,1951-09-13,8,Periodic Buyer
12939,1789247,Abigail Cornell,1952-11-02,1,VIP Customer
12940,1789606,Clifford Whitt,1937-01-01,6,Periodic Buyer
12941,1789699,Mark Gorden,1995-04-02,14,Loyal Customer
12942,1789789,Anita Vail,1957-06-13,9,Periodic Buyer
12943,1789839,James Salgado,1965-11-10,5,Periodic Buyer
12944,1789966,Deann Manning,1979-01-03,1,VIP Customer
12945,1789996,Drew Chase,1946-01-26,10,Periodic Buyer
12946,1790102,Kenneth Triplett,1996-09-08,3,VIP Customer
12947,1790139,Megan Crider,1990-10-21,4,VIP Customer
12948,1790221,Richard Maldonado,1977-09-14,5,Periodic Buyer
12949,1790366,Katherine Graves,1980-04-25,10,Periodic Buyer
12950,1790382,David Lamb,1956-07-04,1,VIP Customer
12951,1790385,Ruby Babineau,1998-09-26,5,Periodic Buyer
12952,1790410,John Michael,1994-05-15,6,Periodic Buyer
12953,1790439,Tyler Brown,1958-04-26,2,VIP Customer
12954,1790446,Jacob Kovacs,1995-03-15,6,Periodic Buyer
12955,1790540,Edna Prioleau,1958-05-11,8,Periodic Buyer
12956,1790575,Carol Noble,1937-03-31,5,Periodic Buyer
12957,1790611,Aaron Santiago,1969-12-02,4,VIP Customer
12958,1790883,Stanley Myers,1995-03-14,7,Periodic Buyer
12959,1791044,Richard Dinger,1965-06-01,11,Loyal Customer
12960,1791069,Samuel Patao,1945-04-16,6,Periodic Buyer
12961,1791133,Jayme Exley,1984-08-13,2,VIP Customer
12962,1791157,Christine Husk,1943-07-07,1,VIP Customer
12963,1791454,Patti McIntosh,1969-01-23,6,Periodic Buyer
12964,1791480,David Goodrich,1952-02-03,1,VIP Customer
12965,1791691,Joe Hamilton,1952-11-21,2,VIP Customer
12966,1792010,Christopher Hester,1935-06-01,6,Periodic Buyer
12967,1792062,Adam Avery,1959-06-05,6,Periodic Buyer
12968,1792273,Curtis Longenecker,1952-01-29,2,VIP Customer
12969,1792323,James Kelly,1988-09-03,1,VIP Customer
12970,1792421,Stanley Thomas,1947-10-02,8,Periodic Buyer
12971,1792455,Carrie Raab,1960-12-22,1,VIP Customer
12972,1792550,Edward Call,1955-03-07,6,Periodic Buyer
12973,1792653,Anthony Miller,1961-09-09,1,VIP Customer
12974,1792688,Morris Abbott,1970-05-11,10,Periodic Buyer
12975,1792707,Carla Arnold,1947-05-07,10,Periodic Buyer
12976,1792947,Jean Davis,2000-01-24,2,VIP Customer
12977,1793136,Roger Smith,1945-11-07,6,Periodic Buyer
12978,1793197,Jesus Lipscomb,1963-06-20,9,Periodic Buyer
12979,1793240,Dennis Bishop,1944-09-28,4,VIP Customer
12980,1793371,Marisol Beckles,1990-02-25,2,VIP Customer
12981,1793467,Julia Ocampo,1948-12-30,5,Periodic Buyer
12982,1794593,Ellsworth Rickards,1969-07-16,5,Periodic Buyer
12983,1794695,David Butler,1958-01-23,1,VIP Customer
12984,1794768,Michael Rosol,1939-10-31,1,VIP Customer
12985,1794796,Scott McMurray,1984-01-02,9,Periodic Buyer
12986,1794860,Jordan Lowe,1978-11-17,3,VIP Customer
12987,1794922,Karen Wilson,1946-06-28,8,Periodic Buyer
12988,1795078,Edward George,1944-02-05,4,VIP Customer
12989,1795387,Lewis Bazan,1957-12-06,3,VIP Customer
12990,1795527,Kevin Legendre,1982-04-04,4,VIP Customer
12991,1795690,Louis Lee,1957-01-09,10,Periodic Buyer
12992,1795837,Yvonne White,1974-10-21,4,VIP Customer
12993,1795866,Suzanne Cross,1936-10-26,1,VIP Customer
12994,1796158,Neal Obrien,1980-05-06,3,VIP Customer
12995,1796189,Dane Lee,1982-01-21,9,Periodic Buyer
12996,1796196,Sheila Wade,1947-09-19,3,VIP Customer
12997,1796381,Zachary Johnson,1991-04-02,3,VIP Customer
12998,1796733,Staci Warren,1994-08-15,13,Loyal Customer
12999,1796950,Mary Fernandez,1988-11-11,12,Loyal Customer
